id;the_geom;ID;POJEMNOSC
handel_region.1044;MULTIPOLYGON (((622996.82 470325.68499999936, 622992.71 470320.67499999935, 622994.54 470319.18999999936, 622990.76 470314.5399999994, 622984.3099999999 470319.87999999936, 622992.17 470329.49499999936, 622996.82 470325.68499999936)));1044;6
handel_region.1045;MULTIPOLYGON (((623591.03 470135.8299999994, 623594.21 470127.23499999935, 623576.6 470120.69499999937, 623575.07 470124.8949999994, 623566.73 470121.7749999994, 623566.07 470123.54499999934, 623564.3 470122.88499999937, 623565.41 470119.92999999935, 623538.29 470110.04499999934, 623531.96 470127.42999999935, 623569.01 470141.1549999994, 623556.89 470174.0949999994, 623556.53 470173.94499999937, 623556.14 470173.88499999937, 623555.75 470173.8999999994, 623555.36 470174.00499999936, 623555 470174.18499999936, 623554.7 470174.4549999994, 623554.46 470174.7849999994, 623554.3099999999 470175.1449999994, 623554.22 470175.5349999994, 623554.22 470175.92499999935, 623554.3099999999 470176.31499999936, 623554.49 470176.67499999935, 623554.76 470176.9749999994, 623555.0599999999 470177.2299999994, 623555.42 470177.4099999994, 623555.75 470177.48499999935, 623554.82 470180.2749999994, 623569.91 470185.79499999934, 623570.0599999999 470185.86999999936, 623570.45 470186.00499999936, 623570.84 470186.06499999936, 623571.23 470186.0349999994, 623571.62 470185.94499999937, 623571.98 470185.7649999994, 623572.3099999999 470185.5399999994, 623572.61 470185.25499999936, 623572.82 470184.9099999994, 623572.97 470184.54999999935, 623591.03 470135.8299999994)));1045;127
handel_region.1046;MULTIPOLYGON (((623225.0599999999 470579.7849999994, 623203.46 470571.92499999935, 623198.33 470586.0249999994, 623194.49 470589.11499999935, 623201.0599999999 470597.2299999994, 623200.52 470597.6499999994, 623203.52 470601.3999999994, 623203.88 470601.12999999936, 623210.51 470609.25999999937, 623215.88 470605.1049999994, 623219.96 470593.86999999936, 623225.0599999999 470579.7849999994)));1046;42
handel_region.1047;MULTIPOLYGON (((623380.94 470961.9099999994, 623378.03 470961.3249999994, 623379.23 470955.3549999994, 623372.24 470953.9599999994, 623369.78 470966.3949999994, 623379.65 470968.37499999936, 623380.94 470961.9099999994)));1047;7
handel_region.1048;MULTIPOLYGON (((623416.97 470882.37999999936, 623408.72 470871.8499999994, 623400.92 470877.8949999994, 623409.14 470888.54499999934, 623416.97 470882.37999999936)));1048;9
handel_region.1049;MULTIPOLYGON (((623859.44 477325.4499999994, 623858.3 477310.10499999934, 623855.8099999999 477308.06499999936, 623849.15 477308.5749999994, 623847.92 477309.6999999994, 623849 477326.3949999994, 623849.99 477327.5349999994, 623858.3 477326.8449999994, 623859.44 477325.4499999994)));1049;13
handel_region.1050;MULTIPOLYGON (((623491.88 471030.06999999937, 623486.6 471023.3499999994, 623483.96 471025.4799999994, 623483 471024.18999999936, 623481.23 471025.6449999994, 623482.22 471026.9049999994, 623487.59 471033.6549999994, 623489.69 471031.9149999994, 623491.88 471030.06999999937)));1050;3
handel_region.1051;MULTIPOLYGON (((623482.64 471085.23999999935, 623474.09 471084.4149999994, 623472.11 471104.2749999994, 623480.69 471105.11499999935, 623482.64 471085.23999999935)));1051;11
handel_region.1052;MULTIPOLYGON (((622261.01 472049.1399999994, 622264.07 472046.91999999934, 622264.52 472042.17999999935, 622251.74 472040.8899999994, 622251.08 472047.60999999935, 622261.07 472048.61499999935, 622261.01 472049.1399999994)));1052;6
handel_region.1053;MULTIPOLYGON (((623573.99 471183.05499999935, 623568.41 471171.1599999994, 623562.77 471173.75499999936, 623561.15 471174.50499999936, 623564.1799999999 471181.0749999994, 623566.34 471180.0849999994, 623566.7 471180.86499999935, 623560.34 471183.74499999936, 623562.41 471188.2899999994, 623573.99 471183.05499999935)));1053;8
handel_region.1054;MULTIPOLYGON (((623642.33 471249.54999999935, 623656.46 471240.23499999935, 623657 471239.8449999994, 623651.75 471232.55499999935, 623650.25 471233.5149999994, 623649.23 471232.0749999994, 623643.77 471235.5999999994, 623642.9299999999 471234.3999999994, 623641.4 471235.4649999994, 623642.21 471236.63499999937, 623639.51 471240.12999999936, 623637.5 471242.2149999994, 623642.33 471249.54999999935)));1054;12
handel_region.1055;MULTIPOLYGON (((623374.3099999999 471512.48499999935, 623378.0599999999 471494.2749999994, 623372.0599999999 471493.0299999994, 623369.99 471503.0799999994, 623371.88 471503.4549999994, 623370.26 471511.6449999994, 623374.3099999999 471512.48499999935)));1055;6
handel_region.1056;MULTIPOLYGON (((623667.35 471143.8299999994, 623663.72 471135.0999999994, 623656.67 471137.9649999994, 623657.09 471138.98499999935, 623655.26 471139.7199999994, 623656.49 471142.7799999994, 623658.32 471142.05999999936, 623658.5 471142.56999999937, 623656.7 471143.2899999994, 623657.96 471146.3949999994, 623659.76 471145.67499999935, 623660.1799999999 471146.7849999994, 623667.35 471143.8299999994)));1056;6
handel_region.1057;MULTIPOLYGON (((623704.04 471130.55499999935, 623707.64 471128.7699999994, 623708.57 471128.31999999937, 623710.4 471127.3449999994, 623713.1 471125.9049999994, 623714.75 471125.0349999994, 623710.97 471116.3349999994, 623706.23 471118.35999999935, 623704.13 471119.42499999935, 623699.87 471121.61499999935, 623704.04 471130.55499999935)));1057;8
handel_region.1058;MULTIPOLYGON (((623797.79 473772.93999999936, 623789.72 473768.87499999936, 623785.67 473776.9749999994, 623793.77 473781.00999999937, 623797.79 473772.93999999936)));1058;5
handel_region.1059;MULTIPOLYGON (((633364.49 477414.3999999994, 633356.33 477417.68499999936, 633357.83 477421.3899999994, 633360.08 477421.80999999936, 633366.71 477438.87999999936, 633373.25 477436.17999999935, 633364.49 477414.3999999994)));1059;11
handel_region.1060;MULTIPOLYGON (((631979.99 475500.35499999934, 631978.19 475493.93499999936, 631970.87 475496.00499999936, 631972.7 475502.4099999994, 631979.99 475500.35499999934)));1060;3
handel_region.1061;MULTIPOLYGON (((632437.28 476423.6649999994, 632452.67 476416.0899999994, 632448.44 476407.47999999934, 632433.05 476415.05499999935, 632437.28 476423.6649999994)));1061;11
handel_region.1062;MULTIPOLYGON (((631762.07 478918.85499999934, 631758.77 478913.4549999994, 631755.71 478915.2249999994, 631751.0599999999 478907.16999999934, 631743.98 478911.29499999934, 631745.63 478914.0849999994, 631748.03 478912.7799999994, 631750.49 478916.99499999936, 631749.35 478917.6999999994, 631750.85 478920.38499999937, 631753.58 478918.73499999935, 631755.8 478922.36499999935, 631762.07 478918.85499999934)));1062;7
handel_region.1063;MULTIPOLYGON (((632364.8 477775.61499999935, 632361.29 477786.9099999994, 632367.41 477788.81499999936, 632370.92 477777.5199999994, 632364.8 477775.61499999935)));1063;5
handel_region.1064;MULTIPOLYGON (((631780.88 479321.0949999994, 631785.29 479318.5299999994, 631785.02 479318.06499999936, 631787.21 479316.7899999994, 631779.59 479303.5749999994, 631772.9 479307.42999999935, 631776.08 479312.9649999994, 631780.88 479321.0949999994)));1064;8
handel_region.1065;MULTIPOLYGON (((631831.13 479067.92499999935, 631844.45 479059.9599999994, 631838.0599999999 479049.2649999994, 631818.53 479060.9049999994, 631824.2 479070.3249999994, 631830.38 479066.63499999937, 631831.13 479067.92499999935)));1065;18
handel_region.1066;MULTIPOLYGON (((631851.17 479072.99499999936, 631846.28 479064.81999999937, 631833.53 479072.5149999994, 631838.63 479081.0349999994, 631841.12 479079.5349999994, 631844.09 479077.74999999936, 631851.41 479073.35499999934, 631851.17 479072.99499999936)));1066;10
handel_region.1067;MULTIPOLYGON (((631787.33 478961.7249999994, 631780.94 478951.43499999936, 631774.19 478955.63499999937, 631775.69 478958.04999999935, 631778.78 478963.10499999934, 631780.55 478965.9549999994, 631787.33 478961.7249999994)));1067;6
handel_region.1068;MULTIPOLYGON (((631655.96 478763.10999999935, 631655 478763.6649999994, 631661.51 478774.4649999994, 631668.17 478770.4599999994, 631669.01 478767.68499999936, 631663.55 478758.6549999994, 631655.96 478763.10999999935)));1068;8
handel_region.1069;MULTIPOLYGON (((631735.46 478874.24499999936, 631729.61 478864.79499999934, 631720.88 478870.19499999937, 631724.27 478875.68499999936, 631722.2 478876.9749999994, 631724.69 478880.99499999936, 631735.46 478874.24499999936)));1069;8
handel_region.1070;MULTIPOLYGON (((631655.96 478763.10999999935, 631663.55 478758.6549999994, 631664.09 478758.3249999994, 631655.0599999999 478743.42999999935, 631646.96 478748.3349999994, 631655.96 478763.10999999935)));1070;11
handel_region.1071;MULTIPOLYGON (((631782.5599999999 478866.75999999937, 631781.48 478867.4049999994, 631788.98 478879.61499999935, 631796.9 478874.7699999994, 631789.4299999999 478862.69499999937, 631782.5599999999 478866.75999999937)));1071;9
handel_region.1072;MULTIPOLYGON (((631747.3099999999 478779.11499999935, 631741.94 478782.6549999994, 631748.51 478792.4049999994, 631753.82 478788.8349999994, 631750.97 478784.5899999994, 631747.3099999999 478779.11499999935)));1072;5
handel_region.1073;MULTIPOLYGON (((631719.26 478783.79499999934, 631726.52 478779.38499999937, 631723.76 478774.73499999935, 631714.49 478759.04499999934, 631707.05 478763.63499999937, 631719.26 478783.79499999934)));1073;14
handel_region.1074;MULTIPOLYGON (((632135.27 478753.25499999936, 632128.19 478740.5949999994, 632119.61 478745.42499999935, 632121.41 478748.63499999937, 632121.5 478748.8299999994, 632124.95 478754.99499999936, 632125.91 478756.73499999935, 632128.76 478755.1449999994, 632129.48 478756.4649999994, 632135.27 478753.25499999936)));1074;9
handel_region.1075;MULTIPOLYGON (((632059.22 477970.49499999936, 632059.64 477962.7849999994, 632054.42 477962.5299999994, 632054.1799999999 477966.11499999935, 632054 477970.1649999994, 632059.22 477970.49499999936)));1075;3
handel_region.1076;MULTIPOLYGON (((631452.92 477853.1649999994, 631456.4 477848.4549999994, 631452.77 477841.55499999935, 631447.94 477844.43499999936, 631447.64 477844.5999999994, 631452.92 477853.1649999994)));1076;3
handel_region.1077;MULTIPOLYGON (((632421.29 478860.12999999936, 632412.02 478859.6649999994, 632411.63 478868.9649999994, 632420.75 478869.36999999936, 632421.29 478860.12999999936)));1077;6
handel_region.1078;MULTIPOLYGON (((631568.15 478008.0849999994, 631578.8 478001.5749999994, 631572.23 477990.8349999994, 631561.61 477997.37499999936, 631564.19 478001.60499999934, 631568.15 478008.0849999994)));1078;10
handel_region.1079;MULTIPOLYGON (((631564.19 478001.60499999934, 631532.9299999999 478020.7149999994, 631539.53 478031.49999999936, 631570.79 478012.37499999936, 631568.15 478008.0849999994, 631564.19 478001.60499999934)));1079;31
handel_region.1080;MULTIPOLYGON (((632423.63 478882.3449999994, 632410.67 478881.72999999934, 632410.13 478891.73499999935, 632423.09 478892.3499999994, 632423.63 478882.3449999994)));1080;9
handel_region.1081;MULTIPOLYGON (((633798.6799999999 475102.31499999936, 633800.24 475095.50499999936, 633794.6 475094.00499999936, 633792.8 475100.75499999936, 633798.6799999999 475102.31499999936)));1081;3
handel_region.1082;MULTIPOLYGON (((631854.59 475608.68499999936, 631848.23 475595.60499999934, 631843.16 475598.0949999994, 631849.64 475611.1449999994, 631854.59 475608.68499999936)));1082;5
handel_region.1083;MULTIPOLYGON (((631794.23 475686.5199999994, 631811.87 475677.38499999937, 631806.83 475667.60499999934, 631789.19 475676.73999999935, 631794.23 475686.5199999994)));1083;15
handel_region.1084;MULTIPOLYGON (((630600.29 479354.42499999935, 630600.74 479352.29499999934, 630595.49 479343.93999999936, 630593.51 479343.24999999936, 630591.62 479344.2849999994, 630588.59 479344.0149999994, 630588.17 479344.2699999994, 630587.63 479346.9099999994, 630584.51 479346.54999999935, 630584.03 479346.8349999994, 630583.61 479349.4149999994, 630580.46 479349.06999999937, 630575.8099999999 479351.9649999994, 630584.9 479366.37999999936, 630589.52 479363.48499999935, 630590.6 479360.4549999994, 630593.15 479361.18999999936, 630593.6 479360.8899999994, 630594.65 479357.87499999936, 630597.2 479358.62499999936, 630597.62 479358.35499999934, 630598.52 479355.50499999936, 630600.29 479354.42499999935)));1084;21
handel_region.1085;MULTIPOLYGON (((631412.24 478884.7899999994, 631401.65 478867.79499999934, 631394.84 478872.0399999994, 631405.4299999999 478889.0199999994, 631412.24 478884.7899999994)));1085;11
handel_region.1086;MULTIPOLYGON (((631879.61 479349.05499999935, 631885.88 479359.79499999934, 631896.6799999999 479353.4499999994, 631890.38 479342.7249999994, 631879.61 479349.05499999935)));1086;10
handel_region.1087;MULTIPOLYGON (((631940.09 479305.23999999935, 631926.47 479312.8449999994, 631932.32 479323.31499999936, 631945.94 479315.7249999994, 631940.09 479305.23999999935)));1087;12
handel_region.1088;MULTIPOLYGON (((631876.64 479110.8999999994, 631871.9 479103.11499999935, 631866.5 479106.3999999994, 631868.72 479110.0749999994, 631865.78 479111.87499999936, 631868.27 479115.98499999935, 631871.48 479114.0349999994, 631876.64 479110.8999999994)));1088;5
handel_region.1089;MULTIPOLYGON (((631756.7 479053.2849999994, 631746.86 479037.1599999994, 631739.87 479041.2249999994, 631749.83 479057.48499999935, 631756.7 479053.2849999994)));1089;10
handel_region.1090;MULTIPOLYGON (((631695.59 478810.5849999994, 631688.15 478798.67499999935, 631680.83 478803.2199999994, 631687.52 478813.9599999994, 631687.28 478814.10999999935, 631687.85 478815.05499999935, 631688.12 478814.8899999994, 631688.27 478815.1449999994, 631695.59 478810.5849999994)));1090;8
handel_region.1091;MULTIPOLYGON (((631630.61 478733.2149999994, 631623.17 478720.0149999994, 631610.1799999999 478727.3349999994, 631616 478737.6549999994, 631624.94 478732.5849999994, 631626.59 478735.47999999934, 631630.61 478733.2149999994)));1091;13
handel_region.1092;MULTIPOLYGON (((631650.32 478735.4049999994, 631636.46 478710.6999999994, 631628.15 478715.54499999934, 631641.89 478740.05499999935, 631650.32 478735.4049999994)));1092;18
handel_region.1093;MULTIPOLYGON (((631804.22 478430.48499999935, 631800.83 478425.3399999994, 631798.19 478427.12499999936, 631797.32 478425.86499999935, 631795.82 478426.85499999934, 631795.28 478426.0749999994, 631791.86 478428.29499999934, 631795.79 478434.2049999994, 631798.76 478432.29999999935, 631799.75 478433.5299999994, 631804.22 478430.48499999935)));1093;4
handel_region.1094;MULTIPOLYGON (((631442.78 478392.2799999994, 631435.49 478380.1599999994, 631423.82 478387.1649999994, 631426.22 478390.94499999937, 631429.52 478396.11999999936, 631430.57 478397.7849999994, 631431.2 478398.75999999937, 631431.41 478399.0899999994, 631442.78 478392.2799999994)));1094;13
handel_region.1095;MULTIPOLYGON (((631444.37 478407.35499999934, 631449.77 478403.93499999936, 631445.0599999999 478396.2099999994, 631438.7 478400.2149999994, 631438.91 478401.24999999936, 631442 478406.24499999936, 631443.23 478405.47999999934, 631444.37 478407.35499999934)));1095;5
handel_region.1096;MULTIPOLYGON (((631382.1799999999 478381.4049999994, 631373.84 478367.81499999936, 631368.6799999999 478370.9649999994, 631377.05 478384.55499999935, 631382.1799999999 478381.4049999994)));1096;6
handel_region.1097;MULTIPOLYGON (((631405.61 478349.6499999994, 631405.97 478350.29499999934, 631414.25 478345.37499999936, 631406.36 478332.05499999935, 631397.9299999999 478337.0349999994, 631402.34 478344.3249999994, 631405.61 478349.6499999994)));1097;10
handel_region.1098;MULTIPOLYGON (((631408.04 478381.10499999934, 631408.55 478380.80499999935, 631416.89 478375.6449999994, 631419.35 478374.11499999935, 631417.82 478371.5799999994, 631422.02 478369.0149999994, 631420.46 478366.3299999994, 631420.61 478366.2249999994, 631420.4299999999 478365.87999999936, 631419.62 478366.35999999935, 631418.33 478364.18499999936, 631419.05 478363.7199999994, 631418.84 478363.37499999936, 631418.66 478363.47999999934, 631415.78 478358.73999999935, 631400.33 478368.2049999994, 631408.04 478381.10499999934)));1098;17
handel_region.1099;MULTIPOLYGON (((631840.37 478952.75499999936, 631836.95 478947.0849999994, 631830.08 478951.2099999994, 631833.5599999999 478956.93999999936, 631840.37 478952.75499999936)));1099;4
