Date;Year;Month;Day;C1_School_closing;C2_Workplace_closing;C3_Cancel_public_events;C4_Restrictions_on_gatherings;C5_Close_public_transport;C6_Stay_at_home_requirements;C7_Restrictions_on_internal_movement;C8_International_travel_controls;H1_Public information campaigns;H2_Testing policy;H3_Contact tracing;H6_Facial_Coverings;H7_Vaccination_policy;StringencyIndex
2020-01-01;2020;01;01;1.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487044.44
2020-01-02;2020;01;02;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487044.44
2020-01-03;2020;01;03;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487055.56
2020-01-04;2020;01;04;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487066.67
2020-01-05;2020;01;05;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487077.78
2020-01-06;2020;01;06;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487088.89
2020-01-07;2020;01;07;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487100.00
2020-01-08;2020;01;08;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487111.11
2020-01-09;2020;01;09;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487122.22
2020-01-10;2020;01;10;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487133.33
2020-01-11;2020;01;11;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487144.44
2020-01-12;2020;01;12;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487155.56
2020-01-13;2020;01;13;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487166.67
2020-01-14;2020;01;14;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487177.78
2020-01-15;2020;01;15;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487188.89
2020-01-16;2020;01;16;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487200.00
2020-01-17;2020;01;17;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487211.11
2020-01-18;2020;01;18;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487222.22
2020-01-19;2020;01;19;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487233.33
2020-01-20;2020;01;20;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487244.44
2020-01-21;2020;01;21;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487255.56
2020-01-22;2020;01;22;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;487266.67
2020-01-23;2020;01;23;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487277.78
2020-01-24;2020;01;24;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487288.89
2020-01-25;2020;01;25;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487300.00
2020-01-26;2020;01;26;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487311.11
2020-01-27;2020;01;27;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487322.22
2020-01-28;2020;01;28;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487333.33
2020-01-29;2020;01;29;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487344.44
2020-01-30;2020;01;30;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487355.56
2020-01-31;2020;01;31;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487366.67
2020-02-01;2020;02;01;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487377.78
2020-02-02;2020;02;02;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487388.89
2020-02-03;2020;02;03;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487400.00
2020-02-04;2020;02;04;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487411.11
2020-02-05;2020;02;05;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487422.22
2020-02-06;2020;02;06;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487433.33
2020-02-07;2020;02;07;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487444.44
2020-02-08;2020;02;08;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487455.56
2020-02-09;2020;02;09;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487466.67
2020-02-10;2020;02;10;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487477.78
2020-02-11;2020;02;11;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487488.89
2020-02-12;2020;02;12;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487500.00
2020-02-13;2020;02;13;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487511.11
2020-02-14;2020;02;14;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487522.22
2020-02-15;2020;02;15;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487533.33
2020-02-16;2020;02;16;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487544.44
2020-02-17;2020;02;17;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487555.56
2020-02-18;2020;02;18;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487566.67
2020-02-19;2020;02;19;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487577.78
2020-02-20;2020;02;20;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487588.89
2020-02-21;2020;02;21;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487600.00
2020-02-22;2020;02;22;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487611.11
2020-02-23;2020;02;23;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487622.22
2020-02-24;2020;02;24;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487633.33
2020-02-25;2020;02;25;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487644.44
2020-02-26;2020;02;26;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;487655.56
2020-02-27;2020;02;27;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487666.67
2020-02-28;2020;02;28;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487677.78
2020-02-29;2020;02;29;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487688.89
2020-03-01;2020;03;01;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487700.00
2020-03-02;2020;03;02;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487711.11
2020-03-03;2020;03;03;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487722.22
2020-03-04;2020;03;04;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487733.33
2020-03-05;2020;03;05;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487744.44
2020-03-06;2020;03;06;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487755.56
2020-03-07;2020;03;07;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487766.67
2020-03-08;2020;03;08;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;487777.78
2020-03-09;2020;03;09;1.00;1.00;0.00;1.00;0.00;1.00;0.00;1.00;2.00;0.00;0.00;0.00;0.00;487788.89
2020-03-10;2020;03;10;1.00;1.00;2.00;1.00;0.00;1.00;0.00;1.00;2.00;0.00;0.00;0.00;0.00;487822.22
2020-03-11;2020;03;11;1.00;1.00;2.00;1.00;0.00;1.00;0.00;1.00;2.00;0.00;0.00;0.00;0.00;487833.33
2020-03-12;2020;03;12;4.00;1.00;2.00;1.00;0.00;1.00;1.00;1.00;2.00;0.00;0.00;0.00;0.00;487877.78
2020-03-13;2020;03;13;4.00;1.00;2.00;1.00;0.00;1.00;1.00;1.00;2.00;0.00;0.00;0.00;0.00;487888.89
2020-03-14;2020;03;14;4.00;3.00;2.00;1.00;0.00;1.00;1.00;1.00;2.00;0.00;0.00;0.00;0.00;487922.22
2020-03-15;2020;03;15;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;0.00;0.00;0.00;0.00;487933.33
2020-03-16;2020;03;16;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;0.00;0.00;0.00;0.00;487944.44
2020-03-17;2020;03;17;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;0.00;0.00;0.00;0.00;487955.56
2020-03-18;2020;03;18;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;0.00;0.00;0.00;0.00;487966.67
2020-03-19;2020;03;19;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;0.00;0.00;0.00;0.00;487977.78
2020-03-20;2020;03;20;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;0.00;0.00;0.00;0.00;487988.89
2020-03-21;2020;03;21;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;0.00;0.00;0.00;0.00;488000.00
2020-03-22;2020;03;22;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488011.11
2020-03-23;2020;03;23;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488022.22
2020-03-24;2020;03;24;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488033.33
2020-03-25;2020;03;25;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488044.44
2020-03-26;2020;03;26;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488055.56
2020-03-27;2020;03;27;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488066.67
2020-03-28;2020;03;28;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488077.78
2020-03-29;2020;03;29;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488088.89
2020-03-30;2020;03;30;4.00;3.00;2.00;1.00;0.00;1.00;1.00;4.00;2.00;1.00;0.00;0.00;0.00;488100.00
2020-03-31;2020;03;31;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;0.00;0.00;0.00;488111.11
2020-04-01;2020;04;01;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488122.22
2020-04-02;2020;04;02;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488133.33
2020-04-03;2020;04;03;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488144.44
2020-04-04;2020;04;04;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488155.56
2020-04-05;2020;04;05;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488166.67
2020-04-06;2020;04;06;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488177.78
2020-04-07;2020;04;07;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488188.89
2020-04-08;2020;04;08;4.00;3.00;2.00;5.00;0.00;3.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488200.00
2020-04-09;2020;04;09;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488222.22
2020-04-10;2020;04;10;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488233.33
2020-04-11;2020;04;11;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488244.44
2020-04-12;2020;04;12;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488255.56
2020-04-13;2020;04;13;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488266.67
2020-04-14;2020;04;14;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488277.78
2020-04-15;2020;04;15;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;0.00;0.00;488288.89
2020-04-16;2020;04;16;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488300.00
2020-04-17;2020;04;17;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488311.11
2020-04-18;2020;04;18;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488322.22
2020-04-19;2020;04;19;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488333.33
2020-04-20;2020;04;20;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488344.44
2020-04-21;2020;04;21;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488355.56
2020-04-22;2020;04;22;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488366.67
2020-04-23;2020;04;23;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488377.78
2020-04-24;2020;04;24;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488388.89
2020-04-25;2020;04;25;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488400.00
2020-04-26;2020;04;26;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488411.11
2020-04-27;2020;04;27;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488422.22
2020-04-28;2020;04;28;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488433.33
2020-04-29;2020;04;29;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488444.44
2020-04-30;2020;04;30;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488455.56
2020-05-01;2020;05;01;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488466.67
2020-05-02;2020;05;02;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488477.78
2020-05-03;2020;05;03;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488488.89
2020-05-04;2020;05;04;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488500.00
2020-05-05;2020;05;05;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488511.11
2020-05-06;2020;05;06;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488522.22
2020-05-07;2020;05;07;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488533.33
2020-05-08;2020;05;08;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488544.44
2020-05-09;2020;05;09;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488555.56
2020-05-10;2020;05;10;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488566.67
2020-05-11;2020;05;11;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488577.78
2020-05-12;2020;05;12;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488588.89
2020-05-13;2020;05;13;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488600.00
2020-05-14;2020;05;14;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488611.11
2020-05-15;2020;05;15;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488622.22
2020-05-16;2020;05;16;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488633.33
2020-05-17;2020;05;17;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488644.44
2020-05-18;2020;05;18;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488655.56
2020-05-19;2020;05;19;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488666.67
2020-05-20;2020;05;20;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488677.78
2020-05-21;2020;05;21;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488688.89
2020-05-22;2020;05;22;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488700.00
2020-05-23;2020;05;23;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488711.11
2020-05-24;2020;05;24;4.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488722.22
2020-05-25;2020;05;25;3.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488722.22
2020-05-26;2020;05;26;3.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488733.33
2020-05-27;2020;05;27;3.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488744.44
2020-05-28;2020;05;28;3.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488755.56
2020-05-29;2020;05;29;3.00;3.00;2.00;5.00;1.00;2.00;2.00;4.00;2.00;1.00;1.00;3.00;0.00;488766.67
2020-05-30;2020;05;30;3.00;3.00;1.00;3.00;1.00;1.00;2.00;4.00;2.00;1.00;1.00;2.00;0.00;488766.67
2020-05-31;2020;05;31;3.00;3.00;1.00;3.00;1.00;1.00;2.00;4.00;2.00;1.00;1.00;2.00;0.00;488777.78
2020-06-01;2020;06;01;3.00;3.00;1.00;3.00;1.00;1.00;2.00;4.00;2.00;1.00;1.00;2.00;0.00;488788.89
2020-06-02;2020;06;02;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488800.00
2020-06-03;2020;06;03;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488811.11
2020-06-04;2020;06;04;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488822.22
2020-06-05;2020;06;05;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488833.33
2020-06-06;2020;06;06;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488844.44
2020-06-07;2020;06;07;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488855.56
2020-06-08;2020;06;08;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488866.67
2020-06-09;2020;06;09;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488877.78
2020-06-10;2020;06;10;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488888.89
2020-06-11;2020;06;11;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488900.00
2020-06-12;2020;06;12;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488911.11
2020-06-13;2020;06;13;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488922.22
2020-06-14;2020;06;14;3.00;3.00;1.00;3.00;1.00;1.00;0.00;4.00;2.00;2.00;1.00;2.00;0.00;488933.33
2020-06-15;2020;06;15;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;488944.44
2020-06-16;2020;06;16;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;488955.56
2020-06-17;2020;06;17;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;488966.67
2020-06-18;2020;06;18;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;488977.78
2020-06-19;2020;06;19;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;488988.89
2020-06-20;2020;06;20;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489000.00
2020-06-21;2020;06;21;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489011.11
2020-06-22;2020;06;22;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489022.22
2020-06-23;2020;06;23;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489033.33
2020-06-24;2020;06;24;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489044.44
2020-06-25;2020;06;25;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489055.56
2020-06-26;2020;06;26;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489066.67
2020-06-27;2020;06;27;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489077.78
2020-06-28;2020;06;28;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489088.89
2020-06-29;2020;06;29;3.00;3.00;1.00;3.00;1.00;1.00;0.00;3.00;2.00;2.00;1.00;2.00;0.00;489100.00
